,name,text_cleaned,year,type
46,GPF,"Of the companies we contacted about poor disclosure in 2017, 36 percent of those contacted about climate change have now introduced climate reporting.",2018.0,pf
47,GPF,Examples from various sectors Climate change Water management Iberdrola SA SSE Plc Danone SA Kellogg Co Westpac Banking Corp Gildan Activewear Inc Marks & Spencer Group Plc Akzo Nobel NV Enel SpA Anglo American Plc Tokio Marine Holdings Inc Anheuser-Busch InBev SA Tax and transparency Anti-corruption BHP Billiton Plc Unilever Plc BHP Billiton Plc Anglo American Plc 71 UPM-Kymnmene Oyj Anglo American Plc Deutsche Telekom AG Stora Enso Oyj Banco Santander SA Novo Nordisk A/S HSBC Holdings Plc Roche Holding AG Childrens' righs The Coca-Cola Co NIKE Inc Stora Enso OYJ Human rights ArcelorMIttal thyssenkrupp AG Aperam SA 72 Children are the key to future prosperity but also the most vulnerable members of society.,2018.0,pf
48,GPF,"The reporting covers strategy, risk management and 77 Chart 6 Results for companies we assessed on climate change in 2018.",2018.0,pf
49,GPF,Number of companies 900 800 700 600 500 400 300 200 100 0 Very weak Weak Medium Good Very good 900 800 700 600 500 400 300 200 100 0 Climate change Climate change could affect company and portfolio returns over time.,2018.0,pf
50,GPF,There was considerable variation in the level of climate reporting across both companies and sectors.,2018.0,pf
51,GPF,"3 The Sovereign Wealth Fund Working Group In the longer term, climate change may impact on investors’ ability to deliver returns.",2018.0,pf
52,GPF,"Since December 2017, we have been part of a working group alongside five other sovereign wealth funds to develop a framework for integrating opportunities and managing risks in investment portfolios in the transition to a low-carbon economy.",2018.0,pf
53,GPF,The group published its framework for managing climate risks in sovereign wealth funds the same day.,2018.0,pf
54,GPF,The premise for the framework is that a sovereign wealth fund has a long investment horizon and should therefore take account of the long-term effects of climate change in its strategy.,2018.0,pf
55,GPF,The funds in the working group called on portfolio companies to manage climate risks and report on the actions they are taking.,2018.0,pf
56,GPF,The funds will integrate risks and opportunities from climate change into their investment strategies in line with their respective mandates.,2018.0,pf
57,GPF,"The working group has continued to work on exchanging experience of how large sovereign wealth funds can manage opportunities and risks from climate change, partly through expectations of external managers, use of climate scenarios and measurement of carbon footprints.",2018.0,pf
58,GPF,Climate information for the financial sector We expect the companies we invest in to consider the sensitivity of their long-term business strategy and profitability to future climate scenarios.,2018.0,pf
59,GPF,Most of the group’s work has involved developing analytical tools to assess portfolio risks and opportunities in different future climate scenarios.,2018.0,pf
60,GPF,UNEP has chosen the supplier Carbon Delta to contribute to the development of models and perform various scenario analyses for the project.,2018.0,pf
61,GPF,"Our work on sustainability draws on statistics and data for countries and sectors as well as data on specific topics such as corruption, executive remuneration, greenhouse gas emissions, deforestation and human rights.",2018.0,pf
62,GPF,"One example of this is green revenue – the percentage of a given company’s revenue or activities that can be linked to a positive environmental impact, such as renewable energy or clean technology.",2018.0,pf
63,GPF,"Climate risk disclosure In 2016, we developed our own framework to increase our understanding of climate-related risks and opportunities in the fund.",2018.0,pf
64,GPF,The portfolio’s climate-related risks may be either physical risks or financial risks related to companies’ transition to a low-carbon economy.,2018.0,pf
65,GPF,"The price of the assets an investor buys, and the degree to which this price reflects climate risks, affects the financial risks.",2018.0,pf
66,GPF,"A broadly diversified and market-weighted portfolio will, in principle, have roughly the same financial climate risks as the underlying markets and sectors in which it is invested.",2018.0,pf
67,GPF,"In our work on assessing companies, we have focused on producers of cement, chemicals, oil and gas, power and steel, as they are exposed to particularly high climate risks.",2018.0,pf
68,GPF,"Climate scenarios Scenario analyses are useful for exploring the consequences of different actions, whether passive or active.",2018.0,pf
69,GPF,"Ideally, the scenarios should be based on well-founded assumptions about future greenhouse gas emissions, physical climate changes and macroeconomic conditions.",2018.0,pf
70,GPF,We are working on developing a number of different methodological tools for climate scenarios that can give us a broad and deep understanding of where and how climate risk might affect individual companies and the portfolio as a whole.,2018.0,pf
71,GPF,"For example, we look at future cash flows and carbon emissions at company level, and also at how possible future regulation in the form of carbon pricing and carbon quotas might impact on different companies, sectors and regions.",2018.0,pf
72,GPF,The aim of this work is eventually to be able to understand how climate risks could affect portfolio returns.,2018.0,pf
73,GPF,This analysis provides an insight into the level of greenhouse gas emissions from the companies we are invested in.,2018.0,pf
74,GPF,It can also provide an insight into risks and opportunities across sectors and shed light on how changes to the fund’s mandate affect its carbon footprint.,2018.0,pf
75,GPF,We follow the recommendations for asset managers from the TCFD when calculating the fund’s carbon footprint.,2018.0,pf
76,GPF,"We start from the greenhouse gas emissions of each individual company in the equity portfolio, measured as tonnes of CO2-equivalents.",2018.0,pf
77,GPF,These emission data are supplied by analysis firm Trucost and cover companies’ Scope 1 and Scope 2 emissions.,2018.0,pf
78,GPF,"At portfolio level, we calculate emissions in three ways – based on holding, revenue and market value.",2018.0,pf
79,GPF,"This analysis of greenhouse gas emissions provides only a snapshot for 2018, however, and does not take account of companies’ strategy, industry structure and other factors.",2018.0,pf
80,GPF,"In this analysis, only 17 percent of companies disclosed data on greenhouse gas emissions directly in 93 Chart 11 Data on greenhouse gas emission of Chart 11 Data on greenhouse gas emission of companies.",2018.0,pf
81,GPF,"For 8 percent of companies, emissions have been estimated simply on the basis of the median for their sector.",2018.0,pf
82,GPF,"Total emissions and our percentage share Based on our percentage holdings in each company, the fund accounted for total emissions of 107 million tonnes of CO2-equivalents in 2018.",2018.0,pf
83,GPF,This is around twice the amount of Norway’s total emissions in 2017 as reported by Statistics Norway.,2018.0,pf
84,GPF,"The reason for this is an increase in companies’ emissions, as can be seen from an increase of 6 percent in emissions for the reference benchmark.",2018.0,pf
85,GPF,The emissions of the companies in the equity portfolio was about the same as in the benchmark portfolio.,2018.0,pf
86,GPF,"These emissions are driven largely by sectors with high energy consumption, such as commodities, heavy industry, metals, oil and gas and power.",2018.0,pf
87,GPF,"Within these high-emission sectors, there are in turn a number of large companies that account for the bulk of emissions.",2018.0,pf
88,GPF,We have also calculated what the emissions of the companies in the benchmark index’s would have been without any ethical exclusions under the Ministry of Finance’s guidelines for observation and exclusion.,2018.0,pf
89,GPF,"These exclusions have reduced the benchmark index’s carbon emissions by 14 percent, due mainly to exclusions under the coal criterion.",2018.0,pf
90,GPF,"When reporting our share of companies’ greenhouse gas emissions, we multiply each company’s emissions by our percentage holding in that company.",2018.0,pf
91,GPF,We can then obtain a figure for the fund’s share of total greenhouse gas emissions for all companies in the portfolio by adding together the results for each individual company.,2018.0,pf
92,GPF,The emissions calculated for the FTSE Global All Cap are the total for all companies in the index excluding Norway.,2018.0,pf
93,GPF,Emission intensity Then companies in our equity portfolio emitted around 187 tonnes of CO2-equivalents for every million dollars of revenue.,2018.0,pf
94,GPF,We calculate companies’ emission intensity by dividing the emissions of an individual company by its revenue.,2018.0,pf
95,GPF,"For example, an oil company’s emission intensity will decrease when oil prices rise, even if the size of its emissions is constant.",2018.0,pf
96,GPF,"1 Table 5 Scope 1 and 2 emissions by sector as at 31 December 2018 Equity portfolio Reference index FTSE All Cap Tonnes CO2 equivalents Tonnes CO2 equivalents Tonnes CO2 equivalents Sector Basic materials Consumer goods Consumer services Financials Health care Industrials Oil and gas Technology Utilities Sum Telecommunications Sector Basic materials Consumer goods Consumer services Financials Health care Industrials Oil and gas Technology Telecommunications Utilities Weighted total 25,884,091 4,752,213 8,615,816 2,160,439 1,048,314 21,130,407 19,861,028 1,387,691 709,454 21,891,067 107,440,520 864 72 91 40 36 269 574 44 47 1,334 187 25,558,317 4,521,544 6,337,238 2,011,901 974,321 20,710,271 19,250,688 1,372,780 757,344 25,760,999 107,255,402 3,176,961,413 456,633,469 857,014,193 245,109,687 73,882,887 1,954,788,054 1,998,709,715 125,660,711 89,353,548 4,985,354,670 13,963,468,347 95 888 67 82 36 36 283 563 43 49 1,439 193 945 64 82 36 36 263 563 43 49 2,221 231 Table 6 Scope 1 and 2 emissions intensity by sector, weighted by market value of fund holdings.",2018.0,pf
97,GPF,"Equity portfolio, reference index and FTSE All Cap as at 31 Decemner 2018 Equity portfolio Reference index FTSE All Cap Tonnes CO2 equivalents per million dollars in sales revenue Tonnes CO2 equivalents per million dollars in sales revenue Tonnes CO2 equivalents per million dollars in sales revenue 96 To compare the sectors in our portfolio, we weight each company’s emission intensity by multiplying it by the value of our investment in the company divided by the value of the fund’s investment in the sector.",2018.0,pf
98,GPF,"For example, emission intensity is high in the utilities sector because the benchmark index and the fund have holdings in power companies that produce electricity from fossil fuels.",2018.0,pf
99,GPF,"This is the metric recommended by the TCFD, because it makes it possible to compare emissions across companies, sectors and managers.",2018.0,pf
100,GPF,Emissions and market value The equity portfolio emitted 164 tonnes of CO2- equivalents for every million dollars in market value.,2018.0,pf
101,GPF,"The equivalent figure for the benchmark was four percent higher, which is to say 170 tonnes of CO2-equivalents per million dollars.",2018.0,pf
102,GPF,We report greenhouse gas emissions in relation to companies’ market value by dividing each company’s emissions by its market value.,2018.0,pf
103,GPF,"In the same way as for emission intensity, we weight emissions by the size of our investment and add them together to compare the sectors in our portfolio.",2018.0,pf
104,GPF,This metric can give investors useful information for comparing the carbon footprint of equity investments across sectors and companies.,2018.0,pf
105,GPF,This means that external factors unrelated to greenhouse gas emissions can result in differences between two otherwise identical companies.,2018.0,pf
106,GPF,"For example, a decline in a company’s share price will increase its emissions by market value even if its actual emissions are unchanged.",2018.0,pf
107,GPF,Emissions in the corporate bond portfolio The bond portfolio’s emission intensity is 16 percent below that of the benchmark index.,2018.0,pf
108,GPF,"When we invest in bonds, we lend capital to companies that may have operations that release greenhouse gases.",2018.0,pf
109,GPF,"To provide a picture of the carbon footprint of the bond portfolio, we therefore link the issuer of the bond to the parent company where the emissions actually occur.",2018.0,pf
110,GPF,We multiply the company’s emissions by the value of our lending divided by the value of all corporate bonds.,2018.0,pf
111,GPF,"1 97 856 57 94 14 13 233 485 17 39 1,931 197 175 210 -35 Table 7 Scope 1 and 2 emissions by market capitalization, weighted by market value of fund holdings.",2018.0,pf
112,GPF,"As at 31 December 2018 Equity portfolio Reference index FTSE All Cap Tonnes CO2 equivalents per million dollars invested Tonnes CO2 equivalents per million dollars invested Tonnes CO2 equivalents per million dollars invested Sector Basic materials Consumer goods Consumer services Financials Health care Industrials Oil and gas Technology Telecommunications Utilities Weighted total 778 62 116 14 14 254 533 17 38 1,210 164 837 59 94 14 13 251 485 17 39 1,394 170 1 Does not take into account companies’ different capital structure (debt-to-equity ratio) Table 8 Scope 1 and 2 emissions in the fixed-income corporate portfolio and reference index as at 31 December 2018 Average emissions intensity weighted by market value of fund holdings.",2018.0,pf
113,GPF,"Tonnes CO2 equivalents per million dollars in sales revenue Fixed income corporate portfolio Reference index Difference Tonnes CO2 equivalents 5,595,059 6,671,156 -1,076,097 emerging markets.",2018.0,pf
114,GPF,"1 Sector analysis Sectors Clothing and accessories, Footwear, Apparel retailers, Broadline retailers and Specialty retailers Mining (including General mining, Gold mining, Platinum & precious metals) Pharmaceuticals and Drug retailers Food products and Farming, fishing & plantations Agricultural commodities (palm oil and rubber) Fuel retailers Marine transport Real Estate (REITs) Ocean fishing Conventional utilities Specialty chemicals and Commo- dity chemicals Consumer goods (various) 265 89 53 239 46 24 32 17 8 51 34 47 Number of companies assessed Environmental, social and governance topics Health and safety of workers, wages and benefits, labour conditions, child labour and forced labour Water-related risk Direct or indirect involvement in opioids Health and safety of workers, wages and benefits, labour conditions, child labour and forced labour 99 Deforestation, sustainability certification, human rights and local communities Climate change transition risk exposure Greenhouse gas emissions and environmental pollution Greenhouse gas emissions, green building activiti- es, waste management, water management, health and safety, corporate governance Sustainable fishing practices Greenhouse gas emissions, water stress, waste, human rights, health and safety, renewable energy exposure, coal exposure, corporate governance Greenhouse gas emissions, water stress, waste, product quality and safety, health and safety, corpo- rate governance Supply chain management, greenhouse gas emis- sions, product quality and safety, labour issues, he- alth and safety, community impacts, water stress, corporate governance 100 In 2018, we assessed carbon emissions at 78 steel companies Investing sustainably 4.",2018.0,pf
115,GPF,1 Avoiding negative externalities Initial exclusion mechanism for investments established Singapore Technologies Engineering excluded due to production of anti-personnel mines Council on Ethics established and exclusion mechanism expanded Kerr-McGee Corp excluded due to activities in Western Sahara 103 Tobacco companies excluded Risk-based divestment — palm oil Risk-based divestments — oil sands and cement Risk-based divestment — thermal coal Coal companies excluded Contributing to positive externalities From lender to owner Environmental fund established Investing in emerging markets Environmental mandate established with 20 billion kroner Environmental mandate increased to 20–30 billion kroner Environmental mandate increased to 30–50 billion kroner Environmental mandate increased to 30–60 billion kroner 1998 2001 2002 2004 2005 2009 2011 2012 2014 2015 2016 Investments Our goal is to use sustainability data to identify long-term investment opportunities.,2018.0,pf
116,GPF,We invest in three main areas: low-emission energy and alternative fuels; clean energy and energy efficiency; and natural resource management.,2018.0,pf
117,GPF,"These three categories also largely coincide with the UN Sustainable Development Goals for the environment, clean energy and resource management.",2018.0,pf
118,GPF,Low-emission energy and alternative fuels Power generation and transport are major contributors to greenhouse gas emissions.,2018.0,pf
119,GPF,"Companies today are increasingly developing capacity for the production of energy from renewable sources such as wind, solar, hydro, geothermal and waste.",2018.0,pf
120,GPF,Renewable energy and energy storage The commercialisation of renewable energy and energy storage is advancing rapidly.,2018.0,pf
121,GPF,"Commercialisation and increased technology convergence between renewables, electric vehicles and energy storage can be expected to bring dramatic changes in the energy mix.",2018.0,pf
122,GPF,"2 Environmental universe — internal definitions Categories Groups Definitions Companies that provide solutions to climate change and pollution Companies that provide solutions contributing to efficient usage of natural resources and pollution Low-emission energy and alternative fuels Providers of energy, infrastructure and energy solutions for transport, buildings and industry Clean energy and efficiency technology Providers of technology, equipment and services lowering emissions through clean and efficient generation and consumption of energy Natural resource management Providers of technology, equipment, infrastructure and services lowering environmental impact through clean and efficient consumption and reuse of natural resources 107 Table 9 Key figures as at 31 December 2018.",2018.0,pf
123,GPF,Companies in our mandate for low-emission energy and alternative fuels are key drivers in this energy transition.,2018.0,pf
124,GPF,Clean energy and energy efficiency Investments in solutions to climate challenges have traditionally been made mainly in energy production and concentrated on clean and renewable energy.,2018.0,pf
125,GPF,"Substantial reductions in energy consumption can be achieved through better insulation, lighting, heating and ventilation systems, as well as solutions that control these processes.",2018.0,pf
126,GPF,"The combustion engine accounts for most greenhouse gas emissions from the transport sector, and around a quarter of total greenhouse gas emissions.",2018.0,pf
127,GPF,The outlook for major efficiency gains and reductions in greenhouse gas emissions has improved thanks to these three nascent technologies.,2018.0,pf
128,GPF,"0 3,434 3,283 3,281 2,421 1,025 708 500 429 287 258 1,856 1,568 1,467 1,447 1,060 861 748 595 582 429 Table 11 Top ten equity holdings in the low-emission energy and alternative fuel segment in the fund’s environmental portfolio FTSE Global sector Millions of kroner Share of portfolio Percent as at 31 December 2018 Company Iberdrola SA Country Spain NextEra Energy Inc United States Sempra Energy United States National Grid Plc United Kingdom Enel SpA Italy Edison International United States SSE Plc Engie SA Tokyo Gas Co Ltd United Kingdom France Japan Utilities Utilities Utilities Utilities Utilities Utilities Utilities Utilities Utilities Linde Plc United States Basic materials Company Keyence Corp Country Japan Daikin Industries Ltd Japan Thermo Fisher Scientific Inc Legrand SA PTC Inc France United States Infineon Technologies AG Germany Industrials Industrials Industrials Technology Technology United States Health care Eaton Corp Plc United States Industrials Shin-Etsu Chemical Co Ltd Japan Basic materials Tesla Inc Autodesk Inc United States United States Consumer goods Technology Table 12 Top ten equity holdings in the clean energy and efficiency technology segment in the fund’s environmental portfolio as at 31 December 2018 FTSE Global sector Millions of kroner Share of portfolio Percent Natural resource management Efficient utilisation of natural resources is important for water management, waste management, recycling, agriculture and forestry.",2018.0,pf
129,GPF,Recovering energy from waste and making good use of organic materials show how waste can be a resource.,2018.0,pf
130,GPF,110 Precision agriculture Estimates suggest that the current food system is responsible for around a quarter of greenhouse gas emissions and consumes around 70 percent of available freshwater at a global level.,2018.0,pf
131,GPF,"3 Ethical decisions in 2018 Category Exclusion Thermal coal mining or coal-based power production Severe environmental damage / Human rights violations Criterion Number Company Gross corruption JBS SA Production of specific weapon types Observation Human rights violations Thermal coal mining or coal-based power production Severe environmental damage / Human rights violations PacifiCorp, Tri-State Generation and Transmission Association Inc Evergreen Marine Corp Taiwan Ltd, Korea Line Corp, Precious Shipping PCL, Thoresen Thai Agencies PCL AECOM, BAE Systems Plc, Fluor Corp, Huntington Ingalls Industries Inc Luthai Textile Co Ltd, Atal SA/Poland Berkshire Hathaway Energy Co, MidAmerican Energy Co Pan Ocean Co Ltd 2 4 1 4 2 2 1 1 2 Human rights violations Nien Hsing Textile Co Ltd Revoked Other particularly serious violations of fundamental ethical norms Kosmos Energy, Cairn Energy Plc Total company observation and exclusions as at 31 December 2018 113 Number of companies Tema Product-based exclusions Conduct-based exclusions Criterion Production of tobacco Production of specific weapon types Thermal coal mining or coal-based power production Human rights violations Severe environmental damage Contributions to climate change Gross corruption Other particularly serious violations of fundamental ethical norms Serious violations of the rights of individuals in situations of war or conflict Severe environmental damage / Human rights violations Severe environmental damage Severe environmental damage / Human rights violations Gross corruption Thermal coal mining or coal-based power production Observation Human rights violations 18 19 68 5 17 0 2 3 2 4 3 1 1 3 14 114 Chart 13 Return impact of equity benchmark index exclusions relative to an unadjusted index at constituent level.",2018.0,pf
132,GPF,"Percentage points that derive 30 percent or more of their revenue from the production of thermal coal, and power companies that derive 30 percent or more of their revenue from coal-based power production.",2018.0,pf
133,GPF,1 115 2006–2018 annualised Criterion Product-based exclusions Production of specific weapon types Production of tobacco Thermal coal mining or coal-based power production Conduct-based exclusions Human rights violations Serious violations of the rights of individuals in situations of war or conflict Severe environmental damage Gross corruption Other particularly serious violations of fundamental ethical norms Severe environmental damage and human rights violations 19 18 68 33 5 2 17 2 3 4 47 31 44 13 0 27 1 3 0 2018 0.,2018.0,pf
134,GPF,Climate change We have assessed the risk associated with greenhouse gas emissions from companies in the portfolio as part of our focus on climate change.,2018.0,pf
135,GPF,Companies that have operations or value chains with particularly high greenhouse gas emissions may be exposed to risks in the event of regulatory changes or other market developments.,2018.0,pf
136,GPF,"As part of our focus on climate change we also assess company activities that lead to deforestation, which is a significant contributor to greenhouse gas emissions.",2018.0,pf
137,GPF,Coal-based power production and coal mining Power producers’ use of thermal coal as a fuel is an area with particularly high regulatory risks in some markets.,2018.0,pf
138,GPF,"More and more countries have introduced targets to reduce greenhouse gas emissions from the power sector, especially in the wake of the Paris Agreement.",2018.0,pf
139,GPF,"Like coal-based power producers, mining companies that produce thermal coal for power production will face challenges in the transition to a low-carbon economy.",2018.0,pf
140,GPF,"When we assess companies for divestment, we look at what share of their operations is based on coal, be it the production of thermal coal or the use of this coal in power production.",2018.0,pf
141,GPF,"Emission intensity Our analysis of climate risk in the portfolio includes companies’ emission intensity, i.",2018.0,pf
142,GPF,"Emission intensity may be a useful factor when analysing multiple companies operating in the same sector or with similar business models, because it says something about how energy-efficient their operations are, which in turn says something about the costs and risks associated with that business model.",2018.0,pf
143,GPF,"Forests are an important part of the ecosystem and help maintain biodiversity, store carbon and produce oxygen.",2018.0,pf
144,GPF,"In some regions, deforestation is one of the main sources of greenhouse gas emissions and can also threaten human rights and indigenous rights.",2018.0,pf
