,name,text_cleaned,year
22,AXA,"The following summarizes found to be non-compliant in this area, result in more severe recent developments impacting our required levels of capital and surplus; anti-money laundering and related anti-corruption measures; regulatory pronouncements with respect to interest rate and other “benchmarks”, as well as climate change-related initiatives; and potential developments at Lloyds.",2019.0
23,AXA,"In addition, if Lloyd’s fails to satisfy the Financial Conduct Authority (the “FCA”)’s climate change may aff ect our operations and those of our and the Prudential Regulation Authority’s annual solvency test counterparties, and potentially limit our investments or aff ect in any given year, Syndicate 2003 could be required to cease their value, as certain companies struggle to adapt to these or reduce underwriting through Lloyd’s.",2019.0
24,AXA,"As a Lloyd’s Regulation (EU) 2019/2088 on sustainability-related disclosures syndicate providing coverage to US policyholders and covering US in the financial services sector or Regulation (EU) 2019/2089 risks, we could also be required by US regulators to increase the amending the Benchmark Regulation as regards EU Climate level of funding required as minimum deposits for the protection Transition Benchmarks, EU Paris-aligned Benchmarks and of US policyholders.",2019.0
25,AXA,"These and similar regulatory requirements, as well as any further regulations regarding the transition to a lower-carbon economy, climate change or our energy-related investments, could increase our legal and compliance costs and adversely aff ect our business or the value of our investments.",2019.0
26,AXA,"Since 2015, the Group has strategically developed a strong in-house expertise of development and validation of natural In Property & Casualty, methods are adapted to the underwriting catastrophe models to cope with their dynamic nature in the of risks, while maintaining the principle of local decision-making context of global climate change.",2019.0
27,AXA,"3) and equity instruments of real estate companies, the breakdown by industry of equity instruments owned across the Group is as follows: Consu- mer goods & Financial Services Energy tions trial rials logy Other derivatives Derivatives derivatives Com- Basic Total value Total value munica- Indus- Mate- Techno- excluding Eff ect of including of December 31, 2019 11,492 8,240 682 1,455 3,197 1,230 2,202 2,635 31,134 (14) 31,119 of December 31, 2018 8,978 6,637 741 1,290 2,550 932 1,453 2,490 25,072 (35) 25,036 (in Euro million) Equity instruments as Equity instruments as 5 I UNIVERSAL REGISTRATION DOCUMENT - ANNUAL REPORT 2019 - AXA I 273 CONSOLIDATED FINANCIAL STATEMENTS 5 5.",2019.0
28,AXA,The underlying liabilities in question arise out of a series of lawsuits (more than 500 individual suits) brought against Enedis by local electricity producers in France engaged in production of solar/green energy.,2019.0
29,AXA,"3 GENERAL INFORMATION Climate change and sustainable finance initiatives There are various initiatives at the French, EU and international levels with respect to climate change and sustainable finance, which generally aim at proposing reforms to and potential changes affecting (i) investment activities, (ii) disclosure changes, which could have implications for our capital models, Risk Management eff orts, investment strategies and product design, amongst others.",2019.0
30,AXA,"Evolution of the compliance regulatory and litigation environment requirements, such as the recently adopted Regulation (EU) The Group’s (re)insurance, Asset Management and banking 2019/2088 on sustainability-related disclosures in the financial operations are subject to an increasing number of legislative services sector or Regulation (EU) 2019/2089 amending the and regulator y initiatives designed to increase consumer Benchmark Regulation as regards EU Climate Transition protection in the sector of financial services.",2019.0
31,AXA,"It also includes additional requirements for the sale of insurance products with investment elements in order For further information on climate change, please refer to to ensure that policyholders receive a similar level of protection Section 7.",2019.0
32,AXA,3 CLIMATE CHANGE AND BIODIVERSITY AXA’s position on climate change and biodiversity Investments Insurance Own operations 7.,2019.0
33,AXA,"around 3 priorities: In 2019, our Corporate Responsibility strategy has been refocused ■ Climate Change and the environment: AXA reduces its own carbon footprint and leverages its core business of insurance and investment to better address climate risks, both in the fight against the causes of global warming and in adaptation to its consequences (mitigation and resilience); ■ Health risk and disease prevention: as a trusted partner of its ■ Social inequalities and inclusion: as an insurance company, AXA aims to provide protection and risk prevention to under- served populations in many countries where it operates, thereby contributing to global socio-economic development.",2019.0
34,AXA,"I AXA’s contribution to the sustainable development goals of the united nations In 2018, the Group developed a strategic thinking framework This process enabled us to select biodiversity loss as an extension to identify its themes of commitment that take into account of the Group’s action against climate change: biodiversity loss the 17 United Nations Sustainable Development Goals is now being accelerated by global warming.",2019.0
35,AXA,"3 “Climate change and biodiversity” of this Annual Report is largely dedicated to AXA’s action against climate change, which meets the 3 targets of SDG no.",2019.0
36,AXA,"Through the partnerships developed with C40 and UN Habitat, AXA also contributes, via its insurance business, to: 1/strengthen, in all countries, resilience and adaptive capacities in the face of climate hazards and climate-related natural disasters (SDG 13.",2019.0
37,AXA,"1), and 2/improve education, awareness and individual and institutional capacities with regard to climate change adaptation, mitigation and early warning systems (SDG 13.",2019.0
38,AXA,The AXA-WWF report and the creation of the Climate and Biodiversity Impact Fund (described in Section 7.,2019.0
39,AXA,3 “Climate change and biodiversity”) as well as the first actions developed within the framework of the WWF partnership initiate AXA’s contribution to “mobilize financial resources from all sources and significantly increase them to preserve biodiversity and ecosystems” (SGD 15.,2019.0
40,AXA,"2 target, which consists in significantly increasing the share of renewable energy in the global energy mix by 2030.",2019.0
41,AXA,3 “Climate change and biodiversity”) are in line with the objective of implementing the WHO Framework Convention on Tobacco Control.,2019.0
42,AXA,The rating scale from 1 (“Low”) to 3 (“High”) is the same as for the Group to climate change: both AXA’s impact on climate change and the impact of climate change on the business; operational risks mapping.,2019.0
43,AXA,"3 “Climate change and biodiversity”; ■ societal risks issues: include partnerships and philanthropy Based on this methodology, and in application of article L.",2019.0
44,AXA,"3, “Vigilance plan”; ■ environmental risks: climate change related issues (both AXA’s impact on climate change and the impact of climate despite suff ering from a relatively low attention by investors today, biodiversity-related risks may become a significant area within sustainable finance going forward.",2019.0
45,AXA,"The perimeter of AXA’s responsible investment strategy (which includes climate finance) covers AXA’s own assets, while our climate-related insurance activities cover essentially our P&C Commercial lines business.",2019.0
46,AXA,"3 “Climate change and biodiversity – Own operations” are collected from 98 entities, in accordance with the same rules used to define the scope of the social indicators (i.",2019.0
47,AXA,3 “Climate change and biodiversity – Environmental reporting process and verification” as well as perimeter notes below our environmental data table for further information.,2019.0
48,AXA,"These include, for example, the United Nations definitions, concerning the diff erent categories of employment contracts; SDGs (as developed above) and the Greenhouse Gas Protocol (ghgprotocol.",2019.0
49,AXA,"1, environmental protection, including the interconnected issues related to climate change and biodiversity loss, is a key concern for the AXA Group as an insurer, investor and a large multinational corporation.",2019.0
50,AXA,I AXA’s position on climate change and biodiversity Insurers are well positioned to address climate-related risks.,2019.0
51,AXA,"This requires both collective eff orts and climate strategy, based on four new developments: the more competitive initiatives: ■ investments: green “transition” investments, divestments, carbon neutrality in investment portfolios shareholder engagement, and climate risk analysis (TCFD (1)); “Warming potential” of AXA’s investments is to be contained below 1.",2019.0
52,AXA,"com/en/newsroom/news/new- ■ insurance: underwriting restrictions, “green/sustainable” climate-strategy-2019) and below; products; ■ operations: environmental footprint management; ■ a new CO 2 defined.",2019.0
53,AXA,"emissions target for the 2018-2025 period was ■ thought leadership, NGO partnerships, academic research.",2019.0
54,AXA,I Investments This section describes our Responsible Investment (RI) initiatives energy transition for green growth (which focuses more broadly in line with the voluntary disclosure requirements related to on ESG).,2019.0
55,AXA,"This is why the text below extends beyond purely the Taskforce on Climate-related Financial Disclosures (TCFD, which focuses on climate risks) and the mandatory disclosure environmental factors.",2019.0
56,AXA,"Furthermore, this text is an overview of our more detailed “2020 Climate Risk Report” (2), to be published requirements set out in the French decree implementing on www.",2019.0
57,AXA,"2015-992 of August 17, 2015, on the 7 (1) Related to the recommendations from the TaskForce on Climate-related Financial Disclosures: www.",2019.0
58,AXA,"(2) No information, document or item contained in AXA’s Climate Report/TCFD 2020, or available on the Company’s website in connection with the Climate Report/TCFD 2020, is incorporated by reference in this Annual Report.",2019.0
59,AXA,3 CLIMATE CHANGE AND BIODIVERSITY DEFINITIONS AND GOVERNANCE ■ activating stewardship through voting and engagement on a range of ESG or sustainability issues.,2019.0
60,AXA,"environment, social and political risks), and the criteria are adapted to the development levels of countries; ■ for real assets (direct property, commercial real estate loans and infrastructure debt): AXA’s analysis framework is RESPONSIBLE INVESTMENT STRATEGY AXA’s Responsible Investment strategy, embodied in its Global based on proprietary questionnaires covering criteria such as Responsible Investment policy (published on the Group’s energy eff iciency, environmental certificates, and accessibility.",2019.0
61,AXA,"com/en/about-us/responsible-investment), is based on five main pillars: ■ developing and integrating ESG, climate and biodiversity- Finally, “carbon footprinting”, which is applied to our equities, corporate Fixed Income and Sovereign Debt assets, complements the ESG metrics.",2019.0
62,AXA,See also further climate-related related metrics into investment processes and decision- KPI development in the following section.,2019.0
63,AXA,"■ excluding sectors or companies that face acute social, human CLIMATE RISK METHODOLOGY making, using KPIs and qualitative research across most of our assets; rights, ethical or environmental challenges.",2019.0
64,AXA,"com/en/ about-us/responsible-investment) and currently include controversial weapons, coal, oil sands, tobacco, palm oil, and food commodity derivatives; ■ investing in green bonds, transition bonds and impact investment funds; As required by the TCFD guidelines and article 173, AXA strives to translate international climate objectives derived from the COP21 Paris Agreement into quantitative investment targets since 2016.",2019.0
65,AXA,"In 2019, AXA deepened its work based on methodologies provided by external climate risk experts (Carbon Delta, Beyond Ratings, Trucost), while also using internal “NatCat” models to cover our Real Assets investments.",2019.0
66,AXA,"3 CLIMATE CHANGE AND BIODIVERSITY “Transition risks”: financial risks and “portfolio alignment” Modelling the extent to which investors may be impacted by shift ing market and regulatory trends related to the transition catastrophes on insured exposure – combining stochastic events (windstorms, floods, hurricanes) and a geolocalised portfolio of real assets.",2019.0
67,AXA,"Specific “destruction rates”, which factor location, building/infrastructure type and construction materials are then used to determine potential damage rates and derive a loss for to a low-carbon economy is termed “transition risk”.",2019.0
68,AXA,measured in financial risk terms (measured in Euros) or purely “climate impact” terms (measured in temperature rise).,2019.0
69,AXA,"■ Climate risk (the potential impacts of climate change on AXA’s investments): for equity and corporate bonds assets, AXA uses a framework developed by Carbon Delta (acquired by MSCI in 2019) which models transition risk based on “policy-related” risks arising from regulatory eff orts to curb carbon emissions and comply with the 2015 Paris Agreement.",2019.0
70,AXA,"This top down approach identifies emissions reductions targets by country, sector and company-level targets, applies corresponding Moreover, for corporate bonds and equities, the costs of “physical risks” have been assessed by modeling the expected financial impacts of extreme weather events on companies’ facilities.",2019.0
71,AXA,The analysis of “transition” and “physical” risks is further developed in our 2020 Climate/TCFD report.,2019.0
72,AXA,"This approach enables to project target companies’ potential costs or gains, which are translated into a forward-looking “cost of climate” indicator.",2019.0
73,AXA,"For AXA’s sovereign portfolios, AXA uses another methodology (developed by Beyond Ratings, acquired by the London Stock Exchange in 2019) to evaluate a comparable “transition risk” metric based on the allocation of carbon budget by countries supporting various warming scenarios, depending on macroeconomic The Paris Agreement’s goal to stabilize carbon emissions by 2050 (“carbon neutrality”) requires that global warming be kept below +1.",2019.0
74,AXA,"The “warming potential” described above, which is a forward-looking and dynamic concept, is a relevant answer to this objective insofar as it is similar to a “projected carbon footprint”.",2019.0
75,AXA,"variables such as GDP growth, population growth and energy Following in-depth analysis of “temperature” methodologies, eff iciency; AXA decided in November 2019 to align its investments with the Paris Agreement, thereby committing to achieve a 1.",2019.0
76,AXA,"on the climate): in 2019, AXA has deepened its investigation of the concept of an “investment temperature”.",2019.0
77,AXA,"This approach, labelled “warming potential” in Carbon Delta’s methodology, captures the climate-related aspects of a company’s activities, including its direct and indirect greenhouse gas emissions, technology developments, and “green revenue” opportunities.",2019.0
78,AXA,This is derived from the carbon intensity alignment of each company relative to the sectoral carbon intensity target Our 2019 TCFD-related modelling shows that our investments (corporates and sovereign) have a 3.,2019.0
79,AXA,7°C but nonetheless shows that investors are operating in a carbon-intensive economy that is not aligned with the Paris Accord.,2019.0
80,AXA,"“Physical” risks: Climate Impacts on AXA’s Real Assets portfolio ESG AND CLIMATE-RELATED EXCLUSIONS In addition to the aforementioned “transition” risks, climate change, and in particular, extreme weather events, may impact “real assets” such as real estate.",2019.0
81,AXA,AXA’s Investments and Certain activities and products are deemed to be inconsistent with our climate strategy and broader CR goals of protecting people over the long term.,2019.0
82,AXA,"3 CLIMATE CHANGE AND BIODIVERSITY ■ tobacco manufacturers, whose products conflict with our role A XA notably encourages this transition through active as one of the world’s largest health insurers; shareholder engagement and client communication.",2019.0
83,AXA,"In ■ palm oil producers which do not adhere to this industry’s best sustainability practices (notably regarding deforestation, land and labor rights); particular, as a shareholder, AXA engages, alone or within specific investor coalitions such as Climate Action 100+, with the companies concerned (whether client or portfolio companies), in order to encourage them to develop and disclose an exit or ■ soft commodity derivatives which may be responsible for closure plan.",2019.0
84,AXA,"In total, AXA’s divestments (including new coal-related eff orts of energy, AXA also divested from the main oil sands producers in 2019 – see below) represent approximately €7.",2019.0
85,AXA,"Because oil sands are also a particularly carbon-intensive form AXA acted early in May 2015 with a pioneering coal divestment, of 2018).",2019.0
86,AXA,"Climate-related exclusions: coal and oil sands Carbon emissions will require significant curbing in order to reduce the risk of climate change, which may place business constraints on carbon-intensive industries, leaving some assets “stranded”, which in turn may lead to reduced valuations.",2019.0
87,AXA,"AXA now bans investments, for General Accounts and in Unit-Linked assets in fully controlled mandates, in the following companies: ■ power generation companies with coal share of power production (energy mix) over 30% and/or coal “expansion plans” producing more than 300 MW (previously: 3,000 MW) and/or over 10 GW of coal-based power installed capacity; or with annual coal production over 20 million tons and/or developing new coal mines; ■ certain coal industry partners, defined as manufacturers (e.",2019.0
88,AXA,"port terminals, dedicated railways) developing significant new coal assets; ■ in addition to the above restrictions, AXA is now committed to a long-term “exit” strategy reducing exposure to the thermal coal industry to zero by 2030 in the European Union and OECD countries, and by 2040 in the rest of the world, as suggested by the main climate scenarios (such as the IEA “Beyond 2°C” scenario).",2019.0
89,AXA,"GREEN INVESTMENT S In addition to “temperature” targets and divestments, green investments encourage various sectors to ramp up their climate strategy.",2019.0
90,AXA,"3 billion end AXA and the IFC, a member of the World Bank Group focused on the private sector, launched a US$500 million partnership in 2017, supporting an infrastructure fund that will notably finance green infrastructures in emerging countries, including renewable energy, water, green transport and telecoms.",2019.0
91,AXA,Green or climate bonds are a recent but successful instrument designed to support projects with climate or environmental added value.,2019.0
92,AXA,"However, it is also important to support carbon intensive players that are actively decarbonizing but have not yet reached the “greenness” that makes these eff orts eligible to green bonds.",2019.0
93,AXA,"3 CLIMATE CHANGE AND BIODIVERSITY transport shift ing from heavy fuel to gas, and industrial process on biodiversity loss and its economic and financial impacts.",2019.0
94,AXA,Biodiversity challenge is a natural extension of AXA’s €200 million of AXA capital to fund credible solutions that climate eff orts.,2019.0
95,AXA,"Indeed, climate change is severely compounding deliver measurable positive outcomes; the destruction of ecosystems all around the world, adding pressures related to drought, ocean acidification, more intense natural catastrophes, etc.",2019.0
96,AXA,"Therefore, AXA also restricts insurance coverage for coal and oil sands-related assets (as well as in the ■ any new and existing business, in any line of business is banned for power generation and mining clients with significant coal business (defined as: power generation clients with more than 30% of coal share of revenues or coal-based energy mix and mining clients with over 20 million tons of coal extracted per year).",2019.0
97,AXA,"3 CLIMATE CHANGE AND BIODIVERSITY OUR PRODUCTS 2019, the FSB approved AXA’s renewed membership of the TCFD, notably with an ambition to investigate the relevance of “investment temperature” metrics; In addition to reorienting its investment strategy, the Group seeks to minimize its “indirect” impact by off ering insurance ■ Climate Finance Leadership Initiative: the CFLI, which was solutions that promote environmentally-friendly behavior.",2019.0
98,AXA,"launched in September 2018 by the UN Secretary General, AXA XL underwriters have significant expertise and capacity and is presided by Michael Bloomberg, seeks to develop for insuring clients in the energy industry, with a strong focus standardized and securitized investments at scale to tackle on renewable energy.",2019.0
99,AXA,"Some local entities also develop Motor climate change; and car fleet insurance policies encouraging low CO emission 2 vehicles, home insurance policies encouraging energy eff iciency, renewable energy installations, and environmentally friendly claims strategies.",2019.0
100,AXA,"AXA Climate offers parametric insurance products which, for example, help insured communities facing the consequences of climate-related disasters on agricultural crops (notably drought or flooding).",2019.0
101,AXA,"Climate, biodiversity and ESG-related “outreach” and engagement SHAREHOLDER ENGAGEMENT AXA’s investment and insurance restrictions are complemented by an active engagement strategy.",2019.0
102,AXA,AXA ■ Alliance of CEO Climate Leaders: this is a group of 50 CEOs set up by the World Economic Forum (Davos) to actively engage in global eff orts to create market opportunities for tackling climate change.,2019.0
103,AXA,"Its goals are to promote strong climate action including a commitment to reduce carbon emissions, to support the TCFD, to support low-carbon solutions and finance, and to promote adequate regulation.",2019.0
104,AXA,"The IDF brings together the private sector insurers, reinsurers and brokers, together with the World Bank and the United Nations Development Program, with the aim to support the G20 “InsuResilience” objective of insuring 400 million more people in emerging countries by 2020 against climate-related disasters and of improving their climate resilience; joined several shareholder coalitions, notably Climate Action ■ Plastic Solutions Investor Alliance: as part of its engagements 100+, an initiative to engage for 5 years with the world’s largest to protect biodiversity, in 2019 AXA became a member of the corporate greenhouse gas emitters to curb emissions, strengthen Plastic Solutions Investor Alliance, an international coalition climate-related financial disclosures and improve governance of 25 institutional investors that engage with consumer on climate change.",2019.0
105,AXA,"goods companies on the threat posed by plastic waste and OUTREACH, MEMBERSHIPS AND PARTNERSHIPS AXA supports various initiatives related to climate change and environmental protection.",2019.0
106,AXA,"), convened under the auspices of the UN Principles for Responsible Investments, and launched during the 09/2019 UN Climate Summit.",2019.0
107,AXA,"See “Biodiversity” paragraph above; to net-zero greenhouse gas emissions by 2050, with united ■ C40: during a year-long partnership, AXA and C40 Cities investor action to align portfolios with a 1.",2019.0
108,AXA,The purpose of this study was to better understand ■ TCFD: AXA co-presided the global industry-led Task Force on Climate Related Financial Disclosures (TCFD) upon its launch in December 2015.,2019.0
109,AXA,"The TCFD was set up by the Financial Stability Board (FSB) and chaired by Michael Bloomberg and Mark Carney (former Governor of the Bank of England, now UN Special Envoy for Climate Action).",2019.0
110,AXA,"3 CLIMATE CHANGE AND BIODIVERSITY ■ UN Habitat: in May 2019, at the Global Platform for Disaster AXA has also joined or supported many Investor and Insurance- Risk Reduction in Geneva, AXA launched the publication led coalitions over the years in the fields of ESG, RI and CR: UN Supporting Safer Housing Reconstruction Aft er Disasters – PRI, UN PSI (notably supporting its “Pilot project” to adapt the Planning and Implementing Technical Assistance at Scale, TCFD guidelines to the insurance business), UN Global Compact, the result of our multi-year partnership with UN Habitat.",2019.0
111,AXA,"ENVIRONMENTAL REPORTING PROCESS AND VERIFICATION PERFORMANCE TARGETS AXA has implemented an environmental reporting process and related policies since 2002, in line with 2014/95/EU Directive AXA has a target to reduce its carbon emissions covering all greenhouse gas emissions “Scopes (1)”: relative to non-financial reporting.",2019.0
112,AXA,"■ Scope 1: emissions from fuel consumed on AXA sites as well This process provides standards and controls, supports as by AXA-owned car fleet; environmental data collection through an internal reporting tool and promotes transparent reporting of environmental impacts across our operations.",2019.0
113,AXA,"It helps us in monitoring and managing ■ Scope 2: emissions from purchased energy (essentially electricity consumed by AXA buildings); our CO footprint, managing our use of natural resources 2 ■ Scope 3: emissions from business travel and paper including water and energy, and reducing our waste.",2019.0
114,AXA,Note: investment-related “indirect” Scope 3 a network of around 300 dedicated environmental managers in emissions are analyzed in Section 7.,2019.0
115,AXA,"AXA’s environmental reporting is part of a broader management system that includes internal controls, processes and progress in AXA’s initial target for the 2012-2020 period is to reduce CO 2 emissions per Full-Time Employee (FTE) by 25%, broken-down into the following sub-targets: ■ -35% power consumption (kwh/FTE) – Scopes 1&2; deploying objectives.",2019.0
116,AXA,"■ review of the environmental protocol and reporting procedures The Group has also set two environmental targets that are at Group and entity level; ■ review of data and detailed tests on selected entities to verify unrelated to carbon emissions: ■ -15% water consumption; the accuracy of the data, and consideration of comments; ■ 95% of paper must originate from recycled or sustainable ■ consolidation of data covering all indicators, as well as sources.",2019.0
117,AXA,"consistency and control tests performed by the Group and In addition, the Group has set a target to source 100% of its our auditors; ■ verification of qualitative information (organization, policies and actions), as well as quantitative information (indicators, electricity consumed (off ice sites and AXA-owned data centers) from renewable energy sources by 2025, in line with our “RE100” commitment (RE100 is a coalition of companies pledging to buy 100% of their electricity from renewable sources).",2019.0
118,AXA,"3 CLIMATE CHANGE AND BIODIVERSITY AXA 2018-2025 CO emissions reduction targets are based on 2 the approach promoted by the “Science Based Targets” (SBT) initiative, which AXA joined in 2015.",2019.0
119,AXA,"According to the SBT, targets adopted by companies to reduce greenhouse gas emissions are considered “science-based” if they are in line with the latest climate science expects from companies to meet the goals of the Paris Agreement to limit global warming to well-below 2°C above pre-industrial levels.",2019.0
120,AXA,"More specifically, AXA has chosen the “Sectoral Decarbonization Approach” to produce these targets, which have been submitted to SBT as follow: ■ 25% reduction in AXA’s CO eq.",2019.0
121,AXA,"CO 2emissions reduction 2 sub-targets: -20% from AXA’s vehicle fleet emissions, -35% from AXA’s power consumption linked to building and data centers, and -15% from AXA’s business travel emissions.",2019.0
122,AXA,Our Scope 2 COemissions 2 AXA’s Scope 2 emissions per FTE decreased by 7% between 2018 and 2019 and by 55% since 2012.,2019.0
123,AXA,"In order to calculate our CO emissions from purchased electricity, AXA 2 uses both market-based (electricity supplier energy mix) and location-based (average country energy mix) approaches.",2019.0
124,AXA,"For the entities buying renewable electricity and which have electricity consumption data by technology (such as hydro, solar, wind, biomass and geothermal or others based on power generation mix used by their providers), AXA uses a more precise “market- based” approach, thus attributing the corresponding emissions factors to each source type.",2019.0
125,AXA,"For entities which do not have information about their energy provider’s energy mix, AXA uses a “location-based” approach (with emissions factors provided by absolute COemissions target represents a 17% COemissions 2 2 the French Environmental Regulatory body ADEME).",2019.0
126,AXA,2019 PERFORMANCE OVERVIEW Scope 3 COemissions 2 AXA’s Scope 3 emissions include CO emissions from business 2 travel and paper consumption.,2019.0
127,AXA,"In 2019, our Scope 3 CO 2 emissions per FTE increased by 19% compared to 2012 and by 43% between 2018 and 2019, mostly due to emission factors updating.",2019.0
128,AXA,"When recalculating data with same emission factors as used in previous year, CO emissions for business travel airplane 2 and train increased by 23% between 2018 and 2019.",2019.0
129,AXA,"For example, XL Group number of kilometers traveled by plane contributed by COemissions 2 AXA’s CO emissions per FTE related to paper, power, business 2 36% to AXA Group data.",2019.0
130,AXA,"travel and AXA vehicle fleet per person increased by 9% between In addition, AXA also measures the carbon emissions related to 2018 and 2019 and decreased by 32% since 2012 (AXA global its employee commuting, even though such indirect emissions 2020 target has thus been achieved ahead of schedule).",2019.0
131,AXA,Emission may be considered to be outside of the scope of the Group’s factors used to calculate CO emissions per FTE have been responsibilities.,2019.0
