,name,text_cleaned,year
20,CIMB,"In 2020, the Cambodian government announced its plan to extend the Phnom Penh Sustainable City Plan 2018-2030 to another six provinces that are facing critical urban challenges, mainly related to housing, food, transportation, air quality, energy, water, natural and cultural heritage conservation.",2020.0
21,CIMB,"Our Business Case CRITICAL NEED FOR SUSTAINABILIT Y LEADERSHIP In the second quarter of 2020, we witnessed the UN-supported, CEO-led Climate Advocacy Effort, with 155 multinationals issuing a compelling statement calling on governments to align their COVID-19 recovery measures with the latest climate science.",2020.0
22,CIMB,"4 trillion and employee strength of over five million, have reinforced their commitment to the targets set under the Paris Agreement and to achieving a zero-carbon economy.",2020.0
23,CIMB,Rob Coombe Sustainability Sponsor on the Group Board of Directors CIMB Group Holdings Berhad Sustainability Report 2020 13 Third Party Perspective An Independent Sustainability Review by the Institute for Energy Economics and Financial Analysis We see CIMB’s progress on Sustainability adoption as inspiring for the industry and its network of stakeholders.,2020.0
24,CIMB,"Tim Buckley DEAR STAKEHOLDERS OF CIMB, The banking sector plays a critical role in channeling financial flows to support the technology-driven global energy transition that is currently underway, and accelerating rapidly.",2020.0
25,CIMB,"In addition to integrating ESG risks and opportunities into mainstream finance, financial institutions must look at key issues such as governance, water, energy, climate change and food collectively, to create positive impact so as to underpin sustainable economic growth, resilience of the financial sector, and socio-political stability.",2020.0
26,CIMB,"Banks in ASEAN, and globally, are faced with difficult decisions as countries around the world look to shore up their domestic energy security amid COVID-19.",2020.0
27,CIMB,"This involves strengthening their sustainability frameworks and taking measured steps towards a phased introduction of new requirements in their underwriting policies, or even decisions to manage various environmental and social issues by an orderly phasing out of certain sectors, such as coal, which is a leading contributor to the damaging effects of climate change.",2020.0
28,CIMB,"In short, like the many other banks in the ASEAN or emerging markets, CIMB’s approach leverages the technology driven investment opportunities of the energy transition, creating positive impact in multiple industries and building energy security by promoting domestic infrastructure and energy generation.",2020.0
29,CIMB,"An Independent Sustainability Review In 2021 and beyond, CIMB must take note of the global developments in sustainable finance, which will impact ASEAN banks, most centrally, the landmark net zero emissions targets of China, Japan and South Korea, plus the return of the U.",2020.0
30,CIMB,"These trends will accelerate global efforts to reform the regulatory landscape for sustainable finance; increase demand for green financial products and sustainable product frameworks; and introduce new eco-labels, standards and low-carbon benchmarks.",2020.0
31,CIMB,"Tim Buckley, Director of Energy Finance Studies, South Asia The Institute for Energy Economics and Financial Analysis (IEEFA) IEEFA is a non-profit organisation that analyses issues related to energy markets, trends, and policies.",2020.0
32,CIMB,"Its mission is to accelerate the transition to a diverse, sustainable and profitable energy economy.",2020.0
33,CIMB,"Mark Carney, the ex-Governor of the Bank of England, has long warned that climate change could render many assets “worthless”.",2020.0
34,CIMB,The Bank of England is the first central bank to conduct comprehensive tests on the ability of the financial system to withstand the risks posed by the climate emergency.,2020.0
35,CIMB,"CIMB, as a founding signatory to the United Nations Environment Programme Finance Initiative (UNEP FI) Principles for Responsible Banking (PRB), has pledged its support for the Collective Commitment to Climate Action (CCCA).",2020.0
36,CIMB,This means that CIMB should continue to take tangible steps towards putting into practice their commitment to align its business with international climate goals.,2020.0
37,CIMB,"Using this framework, CIMB launched a US$680 million SDG bond in 2019, with proceeds fully allocated to financing positive impact opportunities such as renewable energy, energy efficiency and affordable housing.",2020.0
38,CIMB,"BNM too has released a draft paper on “Climate Change and Principle-based Taxonomy” which will serve as guidance to facilitate financial institutions in identifying and classifying economic activities that could contribute to climate change objectives, such as investment in renewable energy technologies.",2020.0
39,CIMB,There is also a need for greater disclosure of “decision-useful” information for investors that provides them better clarity on the potential financial impact of climate-related issues on their portfolios.,2020.0
40,CIMB,"As of October 2020, over 700 financial institutions with US$150 trillion AUM have publicly supported the Taskforce on Climate-related Financial Disclosure (TCFD) recommendations.",2020.0
41,CIMB,"Through our core business of financial services, we aspire to fulfil the promise of advancing customers and society towards a better future, where economic development empowers people and businesses, creating new opportunities and reducing risks such as widening social inequalities and climate change.",2020.0
42,CIMB,"THE GROUP OUR CLIENTS SOCIETY Sustainable Action Sustainable Business How we embed sustainability principles in all our business operations and processes to reduce our negative impact such as carbon footprint and generate positive impact through our business How we generate profits in a responsible manner, creating net positive impact through the products and services we provide, and by assisting and encouraging our customers and clients on their own sustainability journeys Corporate Social Responsibility How we use a portion of our profits to enhance and contribute towards sustainable long-term positive impacts in the communities around us Governance and Risk How we govern and report sustainability risks, including setting targets and tolerance levels, and how we organise and mobilise ourselves for best results Stakeholder Engagement and Advocacy How we champion, engage, build capability and capacity, raise awareness and drive participation for sustainability, both internally and externally 16 CIMB Group Holdings Berhad Sustainability Report 2020 Sustainability Principles and Strategy KEY ACHIEVEMENTS SINCE THE ESTABLISHMENT OF THE GROUP SUSTAINABILIT Y ROADMAP 2019 2020 Drafting member and founding signatory to the UNEP FI Principles for Responsible Banking (PRB) Signatory to the Collective Commitment on Climate Established the Group Sustainability Department as a Action (CCCA) regional function Commenced rollout out of the Group Sustainability Policy (GSP) and Group Sustainable Financing Policy (GSFP) Four sector guides (Palm Oil, Construction & Real Estate, Oil & Gas, and Forestry) were developed Launched the Positive Impact Products and Services Framework Appointed a Group Chief Sustainability Officer Established the Group Sustainability Division, incorporating Group Corporate Responsibility Rolled out the GSP in Singapore, Thailand, the Philippines, and Cambodia and Cambodia Rolled out the GSFP in Indonesia, Singapore, Thailand, Announced the Coal Sector Guide and committed to phase out from the coal sector by 2040 Developed the Green, Social, Sustainable Impact Products and Services Framework Conducted a benchmarking exercise to set sustainability targets and KPIs Our Sustainability Roadmap is designed to operationalise and deliver on our Sustainability Philosophy and aspirations.",2020.0
43,CIMB,Some of the primary tools used to deliver this are carbon footprint measurements and reduction targets; sustainability due diligence; measurement and monitoring tools; portfolio risk assessments and modelling; and sustainability disclosures and ratings.,2020.0
44,CIMB,"FOOTPRINT (minimising negative impact) HANDPRINT (creating positive impact) Sourcing Operations Financing Sourcing Operations Financing Sustainable Action Review suppliers’ E&S compliance Assess and reduce energy & waste Build capacity of suppliers’ for positive E&S performance Sustainable Business Corporate Social Responsibility Work with lead NGOs on speciﬁc E&S Issues Limit/phase-out negative E&S Impacts from ﬁnancing Support SMEs & social enterprises Introduce positive impact products and solutions Fund greater community E&S causes Governance and Risk Strengthen policies to manage ESG risks KPIs for positive impact creation Stakeholder Engagement & Advocacy Raise awareness to promote responsible behaviour Engage and partner with peers and cross-sector stakeholders to generate positive impacts CIMB Group Holdings Berhad Sustainability Report 2020 17 Sustainability Principles and Strategy OUR STAKEHOLDERS (GRI 102-40, 102-43, 102-44) We consider our engagements with our stakeholders essential as they provide us with valuable insights on what matters most to them.",2020.0
45,CIMB,"CUSTOMERS (INDIVIDUAL CUSTOMERS) Frequency: Daily How we Engage Call centres Feedback from surveys Social media Topics and Issues Consistent and Superior Customer Experience Enhanced Digital Services Data Privacy and Security Complaints and feedback mechanisms (via both physical and digital platforms) Virtual seminars & conferences Financial Inclusion and Financial Literacy Sustainable Finance and Responsible Banking Enhanced Health and Safety Protocols Material Topics Customer Experience Technology Sustainable Finance Financial Literacy, Inclusion, and Well-being Health, Safety and Well-being CLIENTS (BUSINESS/INSTITUTIONAL CLIENTS) Frequency: Daily How we Engage Annual reviews Relationship managers Topics and Issues Customer Experience Sustainable Finance and Responsible Banking Call centres Virtual seminars & conferences Data Privacy and Security Access to Finance Favourable Lending Terms Material Topics Customer Experience Sustainable Finance Technology Governance EMPLOYEES How we Engage Townhalls Department meetings Performance reviews Internal channels Topics and Issues Employee Well-being and Safe Working Environment Technological Obsolescence and Innovation Feedback & surveys Sustainability Champions Employee events Consistent and Superior Customer Experience Talent Development Frequency: Daily Material Topics Health, Safety and Well-being Technology Customer Experience Talent Attraction, Growth, and Retention Governance 18 CIMB Group Holdings Berhad Sustainability Report 2020 Sustainability Principles and Strategy INVESTORS How we Engage Quarterly briefings Investor roadshows Topics and Issues Governance (Corporate and Sustainability Governance) Quality EES Reporting/Communication One-on-one investor engagements Annual General Meetings Climate Change Strategy Sustainable Finance Frequency: Quarterly/Annually Material Topics Governance Technology Customer Experience Talent Attraction, Growth and Retention Climate Change Sustainable Finance GOVERNMENT & REGUL ATORS Frequency: Quarterly How we Engage One-on-one meetings Meetings & seminars Topics and Issues Governance Financial Crime and Corruption Data Privacy and Security Digitalisation of Financial Services Culture of Innovation and Agile Industry working groups Customer Experience Treating Customers Fairly Financial Inclusion Value-based Intermediation Talent Development SUPPLIERS How we Engage Procurement process Community event Virtual focus groups Topics and Issues Partnerships for Growth Fair Remuneration and Payment Terms Financial Literacy Performance evaluation Virtual seminars & conferences Enhanced Digital Interface Seamless Procurement System Data Privacy and Security Material Topics Governance Technology Customer Experience Financial Literacy, Inclusion, and Well-being Climate Change Sustainable Finance Sustainability Awareness and Participation Frequency: Monthly Material Topics Sustainable Supply Chain Governance Health, Safety and Well-being Financial Literacy, Inclusion, and Well-being Customer Experience Technology COMMUNIT Y / NGOS / CIVIL SOCIET Y Frequency: Monthly How we Engage NGO campaigns & engagements One-on-one meetings Training Community partnerships Topics and Issues Financial Inclusion Volunteerism Financial Literacy Community Development Donations & sponsorships Social media Virtual seminars & conferences Progress on Sustainable Finance Commitment Climate Change Deforestation Material Topics Financial Literacy, Inclusion, and Well-being Corporate Citizenship and Volunteerism Sustainability Awareness and Participation Sustainable Finance Climate Change CIMB Group Holdings Berhad Sustainability Report 2020 19 Sustainability Principles and Strategy OUR MATERIAL MAT TERS (GRI 102-47, 102-49) In 2018, we conducted an in-depth materiality exercise that helped us to understand our position, and subsequently identified and prioritised 14 material topics for the Group, primarily focused on Malaysia.",2020.0
46,CIMB,We expanded the definition of “Climate Change” beyond our direct footprint by including our indirect footprint into the scope.,2020.0
47,CIMB,"During the year, due to the unprecedented impacts of COVID-19 on people, economy, and business, three material topics (Health, Safety and Well-being; Financial Literacy, Inclusion, & Well-being; and Climate Change) have now increased in importance to stakeholders, as well as CIMB’s ability to make an impact.",2020.0
48,CIMB,"Highly Material Topics Governance Technology Financial Literacy, Inclusion and Well-being Health, Safety and Well-being Customer Experience Sustainable Finance Diversity and Inclusion Corporate Culture Talent Attraction, Growth and Retention Climate Change Sustainable Supply Chain Sustainability Awareness and Participation High s r e d l o h e k a t S o t e c n a t r o p m I Important Topics Corporate Citizenship and Volunteerism Low Low Significance of CIMB’s EES Impacts High Highly Material Topics 1.",2020.0
49,CIMB,"SUSTAINABLE ACTION Material Topics • Climate Change • Diversity and Inclusion • Health, Safety and Well-being • Talent Attraction, Growth and Retention • Sustainable Supply Chain Related UN SDGs Success Measures GHG emissions intensity (Scope 1 and 2) Gender Pay Gap 2019 Baseline 5.",2020.0
50,CIMB,"92 (Female) for Senior Management CIMB is committed to reducing the gender pay gap Suppliers engaged on Sustainability issues Not measured 266 Suppliers engaged on Sustainability issues To measure and report progress annually CIMB Group Holdings Berhad Sustainability Report 2020 21 Sustainability Principles and Strategy SUSTAINABLE BUSINESS Material Topics • Sustainable Finance • Climate Change • Financial Literacy, Inclusion and Well-being • Customer Experience • Technology 2019 Baseline Top 48% 2020 Performance Within 72% 2024 Goals and Commitments Top quartile (25%) 11 clients with new Action Plans in 2019 18 clients with new Action Plans in 2020 To measure and report progress annually Related UN SDGs Success Measures Relative Net Promoter Score compared to peers CIMB Financing Clients with Environmental and Social Action Plans Clients with Environmental and Social Action Plans, that implemented them Green, Social, Sustainable Impact Products and Services (GSSIPS) None, as Action Plans were only due in 2020 onwards Not measured Underserved Community Served Not measured To measure and report progress annually Target to be finalised and announced To measure and report progress annually 88%.",2020.0
51,CIMB,"Launched on 22 September 2019, the six Principles align banks with the SDGs and the Paris Climate Agreement.",2020.0
52,CIMB,"PRINCIPLE 1: ALIGNMENT We will align our business strategy to be consistent with and contribute to individuals’ needs and society’s goals, as expressed in the Sustainable Development Goals, the Paris Climate Agreement and relevant national and regional frameworks.",2020.0
53,CIMB,"THE COLLECTIVE COMMITMENT TO CLIMATE ACTION We are a signatory to The Collective Commitment on Climate Action, and are committed to align our portfolios to reflect and finance the low-carbon, climate-resilient economy required to limit global warming to well below 2, striving for 1.",2020.0
54,CIMB,"We commit to mobilise our products, services and relationships to help facilitate the economic transition necessary to achieve climate neutrality.",2020.0
55,CIMB,"Our mid-term strategy on sustainability takes into account how our business and supply chain will be impacted by risks such as climate change and pandemics, as well as opportunities to create direct net positive impact in our operations.",2020.0
56,CIMB,"HOW WE MAP SUSTAINABLE ACTION MATERIAL TOPICS KEY CONSIDER ATIONS SUSTAINABLE DEVELOPMENT GOALS Climate Change Sustainable Supply Chain Diversity & Inclusion Health, Safety & Well-being Talent Attraction, Growth, & Retention How do we reduce our direct operational impacts on the environment and communities who matter to us?",2020.0
57,CIMB,RELEVANT STR ATEGIC THEMES Sustainable Financial Returns Purpose-Driven Organisation 26 CIMB Group Holdings Berhad Sustainability Report 2020 Sustainable Action CLIMATE CHANGE (GRI 102-11) The climate emergency poses a real existential threat.,2020.0
58,CIMB,"We strive first to reduce the environmental and climate impact of our own operations, focusing on energy efficiency improvements and waste reduction, with the objective of reducing our Scope 1 and Scope 2 emission intensity.",2020.0
59,CIMB,We recognise that our larger impact and opportunity to address climate change is in the way we finance.,2020.0
60,CIMB,"We have set our focus on identifying, assessing and managing climate-related risks stemming from our retail and institutional customers, using our risk management framework.",2020.0
61,CIMB,"Beyond risks, we seek to mobilise more products, services and solutions for our clients to help them improve their resilience against climate change and accelerate the transition necessary to achieve climate neutrality.",2020.0
62,CIMB,"9 million in renewable energy financing The Board of Directors of CIMB Group, supported by the Board Risk and Compliance Committee is accountable for the Group’s management of enterprise risks, including climate risks, as well as the implementation of policies and standards for monitoring and mitigating such risks.",2020.0
63,CIMB,The responsibility for supervising climate-related risks and opportunities is detailed in CIMB’s Board Charter.,2020.0
64,CIMB,"Rob Coombe, our Sustainability Sponsor on the Group Board of Directors, also oversees climate-related matters.",2020.0
65,CIMB,"ASSESSMENT OF CLIMATE-REL ATED RISKS Sustainability risk is classified as one of the key risk types of CIMB Group, and is integrated into the Group Enterprise-Wide Risk Management Framework, the Group Risk Library, as well as the Non-Retail Group Credit Risk Policy and the Group Sustainable Financing Policy.",2020.0
66,CIMB,"In 2020, guided by CIMB Group Sustainability Risk Management Framework, climate-related physical and transition risks were included into the Group Risk Library.",2020.0
67,CIMB,"This is crucial as it ensures our frontliners start to consider future climate-related aspects when conducting risk assessments in business planning, policy formulation, product development or credit approval.",2020.0
68,CIMB,"ENTERPRISE-WIDE RISK MANAGEMENT FRAMEWORK Provides a consistent approach to risk management (including risk appetite setting) across the Group and across material risk types GROUP RISK LIBRARY A repository of definitions for risk types, used as a guide for risk identification and assessment Physical and transition risks as well as risk owner are identified NON-RETAIL GROUP CREDIT RISK POLICY Serves as an overarching group-level credit risk policy governing non-retail credits Climate-related risks are currently assesed at client and transaction level as part of sustainability due dilligence Whilst our business operations and resilience could also be affected by physical and transition-led events, our exposure to climate- related risks is mainly through our financing activities.",2020.0
69,CIMB,"In addition, the impacts of climate change could manifest in more than one type of risk, given the multi-dimensional and cross-cutting nature of climate-related risks.",2020.0
70,CIMB,"We conducted a preliminary qualitative assessment of climate-related risks that affect the Group in the event of acute and chronic climate events, as well as a disorderly economic transition to a low-carbon economy.",2020.0
71,CIMB,"The assessment identifies sources of physical and transition climate risks, potential transmission channels, and the resulting financial risks to the Group.",2020.0
72,CIMB,"In completing the climate risk assessment, we took guidance from the Task Force on Climate-related Financial Disclosures (TCFD) risk categorisation and UNEP FI’s Phase II TCFD Banking Programme.",2020.0
73,CIMB,"We endeavour to strengthen the quality of our climate risk assessment by using quantitative data, climate models and approaches such as scenario analysis, as well as stakeholder feedback as key inputs.",2020.0
74,CIMB,"pdf CIMB Group Holdings Berhad Sustainability Report 2020 27 Sustainable Action Qualitative Climate-Related Risk Assessment Sources of risk arising from transition and physical risks, and examples of potential transmission channels are laid out below, while the resulting financial risks to CIMB are contained on the following page.",2020.0
75,CIMB,"GHG emission reduction policies including carbon taxation, outright bans on carbon-intensive activities Legal liabilities (e.",2020.0
76,CIMB,"class action on companies that cause haze pollution) Accelerated obsolescence of higher emission technologies, replaced with new low-carbon technologies Sudden rush of capital expenditures on unproven low-carbon technologies Shifts in customer preferences Increased cost of raw materials or inputs, leading to higher production cost Reduced valuation of assets such as fossil fuel reserves Negative stakeholder perception, concern or feedback on carbon intensive sectors Customers shunning brands that are perceived to be associated with contributing to the climate crisis Increased frequency and severity of extreme weather events such as floods and droughts Long term shifts in weather patterns including mean temperature, precipitation, and sea level Lower corporate profitability (e.",2020.0
77,CIMB,due to increase in energy prices) and increased litigation Corporate devaluation or premature asset write-downs (e.,2020.0
78,CIMB,closure of coal-fired power plants due to lower cost of renewable energy) Lower household wealth and higher inflation (e.,2020.0
79,CIMB,"rising living costs due to carbon cost pass-through and lower corporate profitability) Rising public scrutiny on corporates’ unsustainable behaviours and potential drastic loss of customers, impacting profitability Reduced, or complete loss of, residential and commercial property values in affected areas, and increase in prices of property in higher elevations Operational disruptions resulting in income loss (e.",2020.0
80,CIMB,"due to water shortages) 28 CIMB Group Holdings Berhad Sustainability Report 2020 Sustainable Action Climate-Related Financial Risks Risk Type Examples of Risk Potential Time Horizon of Risk Impact on repayment capacity of the customers, leading to a possible increase in the default rates Impact on the collateral value due to stranding of climate misaligned assets Medium- (1 – 5 years) to long-term (>5 years) High volatility and potential abrupt decline in the value of climate-incompatible securities underwritten or held by CIMB Medium- (1 – 5 years) to long-term (>5 years) Credit Risk Market Risk Inability of CIMB’s customers to repay their facilities as contracted, which in turn affects the Group’s cashflow requirements Liquidity and Funding Risk Significant withdrawals of deposits from customers to fund capital expenditures in low-carbon technology or to recover from damages caused by extreme events Medium- (1 – 5 years) to long-term (>5 years) Reputational repercussion due to CIMB’s financing of carbon-intensive sectors such as coal Poor stakeholder confidence in CIMB’s sustainability efforts and ability to manage its exposure to climate- related risks Short- (<1 year), medium- (1 – 5 years) to long-term (>5 years) Losing competitiveness, market share and attractiveness to investors due to inability to shift away from financing brown to green financing portfolios Medium- (1 – 5 years) to long-term (>5 years) Inadequate capital to cater for climate-related risks, which may result in the inability to absorb losses, maintain public confidence and support the competitive growth of the business Medium- (1 – 5 years) to long-term (>5 years) Reputational Risk Strategic Risk Enterprise-wide Risk (Capital Risk) CIMB Group Holdings Berhad Sustainability Report 2020 29 Sustainable Action MANAGEMENT OF CLIMATE-REL ATED RISKS IN OUR PORTFOLIO We account for climate-related risks when developing our Sustainability Sector Guide requirements, and when undertaking due diligence as part of the Group Sustainable Financing Policy (GSFP).",2020.0
81,CIMB,"PHYSICAL RISKS The rapid change in climate patterns can bring about a multitude of physical hazards, which can directly impact our financing portfolio.",2020.0
82,CIMB,"UNEP FI’S PHASE II TCFD BANKING PROGRAMME Participation and learning from the programme In 2019, the UNEP FI convened the Task Force on Climate- related Financial Disclosures (TCFD) Phase II Banking Programme (Phase II Programme) to explore state-of-the-art tools, data, methodologies and disclosures for transition and physical climate-related risks and opportunities for banks.",2020.0
83,CIMB,Climate Scenarios Explored the spectrum of climate scenarios Identified scenario differences and key assumptions Learned how to use scenarios to assess risks and opportunities Identified relevant internal and comparable reference scenarios Data and Methodology Determined availability of climate relevant asset-level data The rollout of the physical risk assessment to other priority sectors will help us develop a framework to integrate physical risks into client risk assessments.,2020.0
84,CIMB,"Advanced and refined Phase I (earlier phase) methodologies for risk and opportunity assessment Created a comprehensive risk taxonomy across sectors TRANSITION RISKS In 2020, we took a significant step on our path to reduce our exposure in carbon-intensive sectors by being the first financial group in Malaysia and Southeast Asia to commit to phasing out coal from our portfolio by 2040.",2020.0
85,CIMB,We will continue to engage with key stakeholders to find common ground in pursuit of a lower carbon economy.,2020.0
86,CIMB,"30 CIMB Group Holdings Berhad Sustainability Report 2020 Developed best-practices around sector/geographical and geographies assessments Reporting and Governance Understood expectations around TCFD disclosures Developed approaches to standardise disclosures Developed practices for creating an internal climate risk programme Drafted TCFD disclosures Throughout the Phase II Programme, we explored various industry-wide good practices for climate risk assessment and disclosures offered by UNEP FI’s expert partners.",2020.0
87,CIMB,Learnings from the pilot will be applied in implementing our climate change strategy and future disclosures in-line with TCFD.,2020.0
88,CIMB,"For more information on the UNEP FI TCFD Banking Programme, please click here: Charting a New Climate: State-of-the-art tools and data for banks to assess credit risks and opportunities from physical climate change impacts (https://www.",2020.0
89,CIMB,org/publications/banking-publications/ charting-a-new-climate/) Beyond the Horizon: New tools and frameworks for transition risk assessments from UNEP FI’s TCFD Banking Programme (https://www.,2020.0
90,CIMB,"org/publications/banking-publications/beyond-the-horizon/) Sustainable Action THE COLLECTIVE COMMITMENT TO CLIMATE ACTION In 2019, CIMB became a signatory to the Collective Commitment to Climate Action (CCCA) as a pledge towards aligning our business with international climate goals.",2020.0
91,CIMB,"As a signatory, we are committed to working with other signatory banks and climate change experts to scale-up our contribution to, and align our lending with, the objectives of the Paris Agreement on Climate.",2020.0
92,CIMB,We are actively learning to apply existing tools and methodologies that can help us carry out scenario-based climate-related risk assessments.,2020.0
93,CIMB,"OUR OPER ATIONAL FOOTPRINT (GRI 302-1, 302-2, 302-3) The Administration and Property Management (APM) teams across the region monitor and report energy usage monthly.",2020.0
94,CIMB,"The APM teams seek to optimise the use of energy through progressive upgrade of mechanical systems, and to adopt best practices in energy efficiency and waste reduction in their respective markets.",2020.0
95,CIMB,"We had planned to conduct a Group-wide energy and waste audit, to implement targeted initiatives to systematically reduce our net energy use and waste.",2020.0
96,CIMB,"In 2020, we enhanced our Group Carbon Inventory Guide with a Group Carbon Data Methodology document.",2020.0
97,CIMB,"The guidance documents provide Group-wide APM teams with a common understanding of the scope and boundaries of CIMB’s carbon inventory, roles and responsibilities in data collection, calculation methodologies, and reporting processes.",2020.0
98,CIMB,DIRECT (SCOPE 1) AND INDIRECT (SCOPE 2) GHG EMISSIONS (tCO2e) Scope 1 Scope 2 TOTAL GHG EMISSIONS (2020) 165.,2020.0
99,CIMB,"5 In 2020, we set our target to reduce Scope 1 and Scope 2 GHG emissions intensity by at least 10% by 2024 compared against our 2019 baseline emissions.",2020.0
100,CIMB,"Our largest emissions are from the network of physical branches, which accounts for almost 53% of our Scope 1 and 2 GHG emissions in 2020.",2020.0
101,CIMB,"Refer to pages 159 - 162 for the assurance statement and pages 134 - 138 for further details on our carbon inventory, methodology, boundaries and boundary changes.",2020.0
102,CIMB,"Scope 1* Scope 2 Scope 3 The only Scope 3 emissions measured were from purchased water, and therefore only accounts for a very small proportion of the total Scope 3 emissions, which would include financed emissions.",2020.0
